id,project_id,assignee_id,title,description,status,priority,due_date,order,xp_awarded,created_at,updated_at
362,155,783491ec-2857-52e8-a102-766d7abba6d2,Add a minimal-reproduction checklist,Use links to public issues and original notes; do not copy entire discussions.,review,medium,2026-09-29,0,false,2026-07-31T06:30:00+00:00,2026-07-31T06:30:00+00:00
363,155,0e992dba-f631-52d1-b7e3-76faec77c33f,Write the first-use checklist for Open-source issue notebook,Keep the checklist to one flow and note what data is required before starting.,todo,medium,2026-09-30,1,false,2026-07-31T07:30:00+00:00,2026-07-31T07:30:00+00:00
364,155,783491ec-2857-52e8-a102-766d7abba6d2,Sketch the empty and error states,"Show what happens before there is any data, and when the main action fails. Track questions and reproduction steps before opening an issue.",done,high,2026-08-05,2,true,2026-07-31T08:30:00+00:00,2026-08-05T08:30:00+00:00
365,155,0e992dba-f631-52d1-b7e3-76faec77c33f,Review the first prototype with a teammate,Record confusing steps and choose the two changes that matter most for the next pass.,todo,medium,2026-10-02,3,false,2026-07-31T09:30:00+00:00,2026-07-31T09:30:00+00:00
366,155,783491ec-2857-52e8-a102-766d7abba6d2,Document the setup and known limits,Check a clean setup and include this boundary: Use links to public issues and original notes; do not copy entire discussions.,in_progress,medium,2026-10-03,4,false,2026-07-31T10:30:00+00:00,2026-07-31T10:30:00+00:00
367,155,0e992dba-f631-52d1-b7e3-76faec77c33f,Check keyboard navigation and small screens,"Use the primary flow without a mouse, then repeat it at a narrow viewport.",review,urgent,2026-10-04,5,false,2026-07-31T11:30:00+00:00,2026-07-31T11:30:00+00:00
368,155,783491ec-2857-52e8-a102-766d7abba6d2,Add regression checks for the main flow,Cover the behaviour behind this task: add a minimal-reproduction checklist.,done,high,2026-08-09,6,true,2026-07-31T12:30:00+00:00,2026-08-09T12:30:00+00:00
369,155,0e992dba-f631-52d1-b7e3-76faec77c33f,Prepare the project handover notes,"Include a working example, remaining issues, and who last worked on each part.",in_progress,high,2026-10-06,7,false,2026-07-31T13:30:00+00:00,2026-07-31T13:30:00+00:00
370,156,3d016498-e16a-5ad9-95c7-b633dfc6a142,Display values per serving and per 100g,Explain units without giving personalised dietary advice.,done,high,2026-07-24,0,true,2026-07-21T07:30:00+00:00,2026-07-24T07:30:00+00:00
371,156,cb162f3d-006f-544e-bfa6-f9abb8a52026,Write the first-use checklist for Food label reading aid,Keep the checklist to one flow and note what data is required before starting.,done,urgent,2026-07-25,1,true,2026-07-21T08:30:00+00:00,2026-07-25T08:30:00+00:00
372,156,3d016498-e16a-5ad9-95c7-b633dfc6a142,Sketch the empty and error states,"Show what happens before there is any data, and when the main action fails. Help students compare the information printed on food labels.",done,low,2026-07-26,2,true,2026-07-21T09:30:00+00:00,2026-07-26T09:30:00+00:00
373,156,cb162f3d-006f-544e-bfa6-f9abb8a52026,Review the first prototype with a teammate,Record confusing steps and choose the two changes that matter most for the next pass.,done,high,2026-07-27,3,true,2026-07-21T10:30:00+00:00,2026-07-27T10:30:00+00:00
374,156,3d016498-e16a-5ad9-95c7-b633dfc6a142,Document the setup and known limits,Check a clean setup and include this boundary: Explain units without giving personalised dietary advice.,done,high,2026-07-28,4,true,2026-07-21T11:30:00+00:00,2026-07-28T11:30:00+00:00
375,156,cb162f3d-006f-544e-bfa6-f9abb8a52026,Check keyboard navigation and small screens,"Use the primary flow without a mouse, then repeat it at a narrow viewport.",done,medium,2026-07-29,5,true,2026-07-21T12:30:00+00:00,2026-07-29T12:30:00+00:00
376,157,f22a7317-9c2b-5d13-99b9-1a1622094bb3,Mark unverified entrance reports,Keep audit findings separate from verified access information.,done,medium,2026-07-09,0,true,2026-07-06T14:30:00+00:00,2026-07-09T14:30:00+00:00
377,157,cd8c4c60-ab9b-5cf3-996e-d4fbb990f4c6,Write the first-use checklist for Campus step-free audit,Keep the checklist to one flow and note what data is required before starting.,done,medium,2026-07-10,1,true,2026-07-06T15:30:00+00:00,2026-07-10T15:30:00+00:00
378,157,f22a7317-9c2b-5d13-99b9-1a1622094bb3,Sketch the empty and error states,"Show what happens before there is any data, and when the main action fails. Organise a volunteer audit of ramps, entrances and lifts.",done,urgent,2026-07-11,2,true,2026-07-06T16:30:00+00:00,2026-07-11T16:30:00+00:00
379,157,cd8c4c60-ab9b-5cf3-996e-d4fbb990f4c6,Review the first prototype with a teammate,Record confusing steps and choose the two changes that matter most for the next pass.,done,low,2026-07-12,3,true,2026-07-06T17:30:00+00:00,2026-07-12T17:30:00+00:00
380,157,f22a7317-9c2b-5d13-99b9-1a1622094bb3,Document the setup and known limits,Check a clean setup and include this boundary: Keep audit findings separate from verified access information.,done,high,2026-07-13,4,true,2026-07-06T18:30:00+00:00,2026-07-13T18:30:00+00:00
381,157,cd8c4c60-ab9b-5cf3-996e-d4fbb990f4c6,Check keyboard navigation and small screens,"Use the primary flow without a mouse, then repeat it at a narrow viewport.",done,medium,2026-07-14,5,true,2026-07-06T19:30:00+00:00,2026-07-14T19:30:00+00:00
382,157,f22a7317-9c2b-5d13-99b9-1a1622094bb3,Add regression checks for the main flow,Cover the behaviour behind this task: mark unverified entrance reports.,done,medium,2026-07-15,6,true,2026-07-06T20:30:00+00:00,2026-07-15T20:30:00+00:00
383,158,4cf03b5a-e2ca-57f2-95b8-16a3b92247e6,Add an equipment responsibility list,Weather and tide checks remain external and need a visible source date.,todo,high,2026-09-23,0,false,2026-08-13T18:30:00+00:00,2026-08-13T18:30:00+00:00
384,158,1bc15434-bc22-56cc-a890-336efd2a11e5,Write the first-use checklist for Tide cleanup planner,Keep the checklist to one flow and note what data is required before starting.,todo,medium,2026-09-24,1,false,2026-08-13T19:30:00+00:00,2026-08-13T19:30:00+00:00
385,158,f3744506-cae3-5f81-8a4f-506a60395be8,Sketch the empty and error states,"Show what happens before there is any data, and when the main action fails. Help a small coastal cleanup team plan equipment and meeting points.",todo,low,2026-09-25,2,false,2026-08-13T20:30:00+00:00,2026-08-13T20:30:00+00:00
386,158,4845dc43-0c9d-5f09-aa4a-62e68abb5d12,Review the first prototype with a teammate,Record confusing steps and choose the two changes that matter most for the next pass.,todo,medium,2026-09-26,3,false,2026-08-13T21:30:00+00:00,2026-08-13T21:30:00+00:00
387,158,4cf03b5a-e2ca-57f2-95b8-16a3b92247e6,Document the setup and known limits,Check a clean setup and include this boundary: Weather and tide checks remain external and need a visible source date.,todo,urgent,2026-09-27,4,false,2026-08-13T22:30:00+00:00,2026-08-13T22:30:00+00:00
388,159,1767869f-381f-59b9-acac-01da2d539e40,Aggregate readings to public street segments,Keep no audio recordings or precise home locations.,done,low,2026-07-07,0,true,2026-07-04T19:30:00+00:00,2026-07-07T19:30:00+00:00
389,159,88820056-e901-59a1-b2ca-c4e813b34f7b,Write the first-use checklist for Neighbourhood sound diary,Keep the checklist to one flow and note what data is required before starting.,done,medium,2026-07-08,1,true,2026-07-04T20:30:00+00:00,2026-07-08T20:30:00+00:00
390,159,b7f1d97d-9f3c-5885-b9ef-48d67a16a686,Sketch the empty and error states,"Show what happens before there is any data, and when the main action fails. Visualise sound-level readings collected during a class exercise.",done,low,2026-07-09,2,true,2026-07-04T21:30:00+00:00,2026-07-09T21:30:00+00:00
391,159,61347d09-09eb-5f04-a4ec-fe830319799f,Review the first prototype with a teammate,Record confusing steps and choose the two changes that matter most for the next pass.,done,medium,2026-07-10,3,true,2026-07-04T22:30:00+00:00,2026-07-10T22:30:00+00:00
392,159,4ec67eb8-4fda-5cbc-bbd1-a6afc7ce8130,Document the setup and known limits,Check a clean setup and include this boundary: Keep no audio recordings or precise home locations.,done,high,2026-07-11,4,true,2026-07-04T23:30:00+00:00,2026-07-11T23:30:00+00:00
393,159,1767869f-381f-59b9-acac-01da2d539e40,Check keyboard navigation and small screens,"Use the primary flow without a mouse, then repeat it at a narrow viewport.",done,medium,2026-07-13,5,true,2026-07-05T00:30:00+00:00,2026-07-13T00:30:00+00:00
394,160,eb397f92-99ac-5f0f-8f81-3540865f0477,Detect booking overlap before saving,A late return should flag the next booking rather than cancel it silently.,in_progress,low,2026-09-25,0,false,2026-08-26T05:30:00+00:00,2026-08-26T05:30:00+00:00
395,160,6e82bb3e-ede8-5803-ba1a-cc3aa8766199,Write the first-use checklist for Shared camera bookings,Keep the checklist to one flow and note what data is required before starting.,in_progress,high,2026-09-26,1,false,2026-08-26T06:30:00+00:00,2026-08-26T06:30:00+00:00
396,160,0947c4b9-50d6-50e2-9043-84a15b80e8c7,Sketch the empty and error states,"Show what happens before there is any data, and when the main action fails. Book a student club's cameras without double-booking equipment.",done,low,2026-08-31,2,true,2026-08-26T07:30:00+00:00,2026-08-31T07:30:00+00:00
397,161,25797954-b022-582e-8349-e1e2c141368c,Add transcripts beside audio controls,Use original scripts and transcripts; do not assume visitors can hear audio.,todo,medium,2026-09-26,0,false,2026-08-23T03:30:00+00:00,2026-08-23T03:30:00+00:00
398,161,25797954-b022-582e-8349-e1e2c141368c,Write the first-use checklist for Small museum audio guide,Keep the checklist to one flow and note what data is required before starting.,todo,medium,2026-09-27,1,false,2026-08-23T04:30:00+00:00,2026-08-23T04:30:00+00:00
399,161,25797954-b022-582e-8349-e1e2c141368c,Sketch the empty and error states,"Show what happens before there is any data, and when the main action fails. Create short original audio descriptions for a student exhibition.",todo,urgent,2026-09-28,2,false,2026-08-23T05:30:00+00:00,2026-08-23T05:30:00+00:00
400,161,25797954-b022-582e-8349-e1e2c141368c,Review the first prototype with a teammate,Record confusing steps and choose the two changes that matter most for the next pass.,todo,medium,2026-09-29,3,false,2026-08-23T06:30:00+00:00,2026-08-23T06:30:00+00:00
401,161,25797954-b022-582e-8349-e1e2c141368c,Document the setup and known limits,Check a clean setup and include this boundary: Use original scripts and transcripts; do not assume visitors can hear audio.,in_progress,medium,2026-09-30,4,false,2026-08-23T07:30:00+00:00,2026-08-23T07:30:00+00:00
402,161,25797954-b022-582e-8349-e1e2c141368c,Check keyboard navigation and small screens,"Use the primary flow without a mouse, then repeat it at a narrow viewport.",done,medium,2026-08-31,5,true,2026-08-23T08:30:00+00:00,2026-08-31T08:30:00+00:00
403,161,25797954-b022-582e-8349-e1e2c141368c,Add regression checks for the main flow,Cover the behaviour behind this task: add transcripts beside audio controls.,todo,high,2026-10-02,6,false,2026-08-23T09:30:00+00:00,2026-08-23T09:30:00+00:00
404,162,1bc15434-bc22-56cc-a890-336efd2a11e5,Add keyboard focus to data points,Every chart includes a data table and a short written takeaway.,done,high,2026-07-03,0,true,2026-06-30T03:30:00+00:00,2026-07-03T03:30:00+00:00
405,162,96ccee9a-30f2-56cd-b597-a927c84e0f75,Write the first-use checklist for Accessible chart gallery,Keep the checklist to one flow and note what data is required before starting.,done,high,2026-07-04,1,true,2026-06-30T04:30:00+00:00,2026-07-04T04:30:00+00:00
406,162,f4793612-bd5c-52c4-b29e-226fe28a77ca,Sketch the empty and error states,"Show what happens before there is any data, and when the main action fails. Compare ways to show the same dataset accessibly.",done,medium,2026-07-05,2,true,2026-06-30T05:30:00+00:00,2026-07-05T05:30:00+00:00
407,162,d48cab4b-e48b-59ae-88d6-41d5d463569d,Review the first prototype with a teammate,Record confusing steps and choose the two changes that matter most for the next pass.,done,medium,2026-07-06,3,true,2026-06-30T06:30:00+00:00,2026-07-06T06:30:00+00:00
408,163,6ab0c42d-0ad5-5b3d-9c6c-4ab9eaa47586,Separate interest from confirmed orders,No card data or payments; organisers confirm orders offline.,todo,medium,2026-09-28,0,false,2026-07-22T20:30:00+00:00,2026-07-22T20:30:00+00:00
409,163,8819cb55-67e6-5a55-98c8-d80446975a9e,Write the first-use checklist for Study snack preorders,Keep the checklist to one flow and note what data is required before starting.,todo,medium,2026-09-29,1,false,2026-07-22T21:30:00+00:00,2026-07-22T21:30:00+00:00
410,163,3425797b-5c54-5f3a-9a34-9cedb0dc5b84,Sketch the empty and error states,"Show what happens before there is any data, and when the main action fails. Plan quantities for a student fundraiser using non-binding interest forms.",todo,medium,2026-09-30,2,false,2026-07-22T22:30:00+00:00,2026-07-22T22:30:00+00:00
411,164,e0b64119-ecb0-52a5-852d-39c211ce337a,Expire listings after the agreed pickup date,Use approximate collection areas and remove stale listings.,done,low,2026-08-18,0,true,2026-08-15T15:30:00+00:00,2026-08-18T15:30:00+00:00
412,164,1b1e4344-fde4-5cc2-b82c-4fb458696522,Write the first-use checklist for Second-hand desk finder,Keep the checklist to one flow and note what data is required before starting.,todo,high,2026-09-30,1,false,2026-08-15T16:30:00+00:00,2026-08-15T16:30:00+00:00
413,164,693ebb02-ab3f-5d60-b798-d4d4df4900d2,Sketch the empty and error states,"Show what happens before there is any data, and when the main action fails. List desks and chairs being given away when students move.",review,high,2026-10-01,2,false,2026-08-15T17:30:00+00:00,2026-08-15T17:30:00+00:00
414,164,e0b64119-ecb0-52a5-852d-39c211ce337a,Review the first prototype with a teammate,Record confusing steps and choose the two changes that matter most for the next pass.,in_progress,medium,2026-10-02,3,false,2026-08-15T18:30:00+00:00,2026-08-15T18:30:00+00:00
415,164,1b1e4344-fde4-5cc2-b82c-4fb458696522,Document the setup and known limits,Check a clean setup and include this boundary: Use approximate collection areas and remove stale listings.,in_progress,medium,2026-10-03,4,false,2026-08-15T19:30:00+00:00,2026-08-15T19:30:00+00:00
416,164,693ebb02-ab3f-5d60-b798-d4d4df4900d2,Check keyboard navigation and small screens,"Use the primary flow without a mouse, then repeat it at a narrow viewport.",todo,medium,2026-10-04,5,false,2026-08-15T20:30:00+00:00,2026-08-15T20:30:00+00:00
417,165,302b84f9-9053-5cf7-bed0-305678227875,Let teammates confirm contribution notes,Track agreed contributions without turning them into a competitive score.,todo,medium,2026-09-30,0,false,2026-08-11T19:30:00+00:00,2026-08-11T19:30:00+00:00
418,165,d767d4bb-a2aa-587a-90f9-23d0689ae52a,Write the first-use checklist for Group assignment ledger,Keep the checklist to one flow and note what data is required before starting.,todo,medium,2026-10-01,1,false,2026-08-11T20:30:00+00:00,2026-08-11T20:30:00+00:00
419,165,4845dc43-0c9d-5f09-aa4a-62e68abb5d12,Sketch the empty and error states,"Show what happens before there is any data, and when the main action fails. Record which parts of a group assignment each person worked on.",todo,low,2026-10-02,2,false,2026-08-11T21:30:00+00:00,2026-08-11T21:30:00+00:00
420,165,f985b68e-39ae-5c83-8468-2b126802c414,Review the first prototype with a teammate,Record confusing steps and choose the two changes that matter most for the next pass.,todo,medium,2026-10-03,3,false,2026-08-11T22:30:00+00:00,2026-08-11T22:30:00+00:00
421,165,4966bb54-4d4f-5992-8586-1bd44991d17f,Document the setup and known limits,Check a clean setup and include this boundary: Track agreed contributions without turning them into a competitive score.,todo,high,2026-10-04,4,false,2026-08-11T23:30:00+00:00,2026-08-11T23:30:00+00:00
422,165,1767869f-381f-59b9-acac-01da2d539e40,Check keyboard navigation and small screens,"Use the primary flow without a mouse, then repeat it at a narrow viewport.",todo,high,2026-10-05,5,false,2026-08-12T00:30:00+00:00,2026-08-12T00:30:00+00:00
423,165,302b84f9-9053-5cf7-bed0-305678227875,Add regression checks for the main flow,Cover the behaviour behind this task: let teammates confirm contribution notes.,todo,medium,2026-10-06,6,false,2026-08-12T01:30:00+00:00,2026-08-12T01:30:00+00:00
424,165,d767d4bb-a2aa-587a-90f9-23d0689ae52a,Prepare the project handover notes,"Include a working example, remaining issues, and who last worked on each part.",todo,medium,2026-10-07,7,false,2026-08-12T02:30:00+00:00,2026-08-12T02:30:00+00:00
425,166,a2cc3818-be31-5aeb-828c-e23f579431aa,Add explanations for close alternatives,Keep explanations with the cards so wrong answers teach something.,in_progress,medium,2026-09-22,0,false,2026-07-03T17:30:00+00:00,2026-07-03T17:30:00+00:00
426,166,6ab0c42d-0ad5-5b3d-9c6c-4ab9eaa47586,Write the first-use checklist for Methods flashcards,Keep the checklist to one flow and note what data is required before starting.,done,medium,2026-07-07,1,true,2026-07-03T18:30:00+00:00,2026-07-07T18:30:00+00:00
427,166,eb397f92-99ac-5f0f-8f81-3540865f0477,Sketch the empty and error states,"Show what happens before there is any data, and when the main action fails. Practice choosing a research method for a short scenario.",review,medium,2026-09-24,2,false,2026-07-03T19:30:00+00:00,2026-07-03T19:30:00+00:00
428,166,facb4557-eabe-5f8b-89cc-f223b91c89b7,Review the first prototype with a teammate,Record confusing steps and choose the two changes that matter most for the next pass.,done,medium,2026-07-09,3,true,2026-07-03T20:30:00+00:00,2026-07-09T20:30:00+00:00
429,166,88a268b0-6bca-5583-b041-ffdbc51be7e6,Document the setup and known limits,Check a clean setup and include this boundary: Keep explanations with the cards so wrong answers teach something.,todo,medium,2026-09-26,4,false,2026-07-03T21:30:00+00:00,2026-07-03T21:30:00+00:00
430,166,a2cc3818-be31-5aeb-828c-e23f579431aa,Check keyboard navigation and small screens,"Use the primary flow without a mouse, then repeat it at a narrow viewport.",done,medium,2026-07-11,5,true,2026-07-03T22:30:00+00:00,2026-07-11T22:30:00+00:00
431,166,6ab0c42d-0ad5-5b3d-9c6c-4ab9eaa47586,Add regression checks for the main flow,Cover the behaviour behind this task: add explanations for close alternatives.,todo,medium,2026-09-28,6,false,2026-07-03T23:30:00+00:00,2026-07-03T23:30:00+00:00
432,166,eb397f92-99ac-5f0f-8f81-3540865f0477,Prepare the project handover notes,"Include a working example, remaining issues, and who last worked on each part.",todo,medium,2026-09-29,7,false,2026-07-04T00:30:00+00:00,2026-07-04T00:30:00+00:00
433,167,20b63262-d3e6-555a-95b2-84fc87694a19,Tag errors by likely cause,Use anonymised examples and keep the original error text searchable.,done,medium,2026-08-23,0,true,2026-08-20T20:30:00+00:00,2026-08-23T20:30:00+00:00
434,167,b39a9d3d-f3eb-5d31-9cc7-15e278969b70,Write the first-use checklist for Lab error notebook,Keep the checklist to one flow and note what data is required before starting.,in_progress,high,2026-09-24,1,false,2026-08-20T21:30:00+00:00,2026-08-20T21:30:00+00:00
435,167,88a268b0-6bca-5583-b041-ffdbc51be7e6,Sketch the empty and error states,"Show what happens before there is any data, and when the main action fails. Collect mistakes from practical sessions and how the team diagnosed them.",done,medium,2026-08-25,2,true,2026-08-20T22:30:00+00:00,2026-08-25T22:30:00+00:00
436,167,20b63262-d3e6-555a-95b2-84fc87694a19,Review the first prototype with a teammate,Record confusing steps and choose the two changes that matter most for the next pass.,in_progress,low,2026-09-26,3,false,2026-08-20T23:30:00+00:00,2026-08-20T23:30:00+00:00
437,167,b39a9d3d-f3eb-5d31-9cc7-15e278969b70,Document the setup and known limits,Check a clean setup and include this boundary: Use anonymised examples and keep the original error text searchable.,done,medium,2026-08-28,4,true,2026-08-21T00:30:00+00:00,2026-08-28T00:30:00+00:00
438,167,88a268b0-6bca-5583-b041-ffdbc51be7e6,Check keyboard navigation and small screens,"Use the primary flow without a mouse, then repeat it at a narrow viewport.",todo,medium,2026-09-28,5,false,2026-08-21T01:30:00+00:00,2026-08-21T01:30:00+00:00
439,168,ae96d203-7a11-52ed-9e02-cd93c3dda603,Show the source bulletin timestamp,Link to official bulletins and never publish independent emergency advice.,done,high,2026-07-15,0,true,2026-07-12T17:30:00+00:00,2026-07-15T17:30:00+00:00
440,168,a53c485b-a35c-51fb-84a5-364207ce0adb,Write the first-use checklist for Flood alert explainer,Keep the checklist to one flow and note what data is required before starting.,done,medium,2026-07-16,1,true,2026-07-12T18:30:00+00:00,2026-07-16T18:30:00+00:00
441,168,ae96d203-7a11-52ed-9e02-cd93c3dda603,Sketch the empty and error states,"Show what happens before there is any data, and when the main action fails. Explain the terms used in public flood bulletins for a class project.",done,low,2026-07-17,2,true,2026-07-12T19:30:00+00:00,2026-07-17T19:30:00+00:00
442,169,8819cb55-67e6-5a55-98c8-d80446975a9e,Calculate the break-even attendance,Show fixed costs separately from costs per participant.,todo,high,2026-09-25,0,false,2026-08-26T18:30:00+00:00,2026-08-26T18:30:00+00:00
443,169,a070c6d0-c23b-5036-b352-f16db0d6ec8e,Write the first-use checklist for Workshop cost calculator,Keep the checklist to one flow and note what data is required before starting.,todo,medium,2026-09-26,1,false,2026-08-26T19:30:00+00:00,2026-08-26T19:30:00+00:00
444,169,61347d09-09eb-5f04-a4ec-fe830319799f,Sketch the empty and error states,"Show what happens before there is any data, and when the main action fails. Estimate material costs for a student-run craft workshop.",done,low,2026-08-31,2,true,2026-08-26T20:30:00+00:00,2026-08-31T20:30:00+00:00
445,169,96ccee9a-30f2-56cd-b597-a927c84e0f75,Review the first prototype with a teammate,Record confusing steps and choose the two changes that matter most for the next pass.,done,medium,2026-09-01,3,true,2026-08-26T21:30:00+00:00,2026-09-01T21:30:00+00:00
446,169,37b7aed3-d207-54f7-b4ec-0e05c50eaeb2,Document the setup and known limits,Check a clean setup and include this boundary: Show fixed costs separately from costs per participant.,in_progress,low,2026-09-29,4,false,2026-08-26T22:30:00+00:00,2026-08-26T22:30:00+00:00
447,170,d0c58825-6ead-50f6-9a07-f2f95dbb51ea,Add a confusion matrix by packaging type,Show uncertain predictions and record class imbalance.,in_progress,medium,2026-09-26,0,false,2026-07-27T03:30:00+00:00,2026-07-27T03:30:00+00:00
448,170,0b532307-3033-5baf-b61c-915d1213c01f,Write the first-use checklist for Recycling label classifier,Keep the checklist to one flow and note what data is required before starting.,done,low,2026-07-31,1,true,2026-07-27T04:30:00+00:00,2026-07-31T04:30:00+00:00
449,170,4307ee18-2e16-50be-abbc-db160bb8e8fd,Sketch the empty and error states,"Show what happens before there is any data, and when the main action fails. Compare simple image classifiers on a small labelled packaging dataset.",done,low,2026-08-01,2,true,2026-07-27T05:30:00+00:00,2026-08-01T05:30:00+00:00
450,171,95927b04-f214-5c26-878d-fb55176e41bc,Annotate gaps in the timetable sample,Distinguish cancelled trips from missing records.,todo,medium,2026-09-27,0,false,2026-08-18T04:30:00+00:00,2026-08-18T04:30:00+00:00
451,171,693ebb02-ab3f-5d60-b798-d4d4df4900d2,Write the first-use checklist for Public transport delay charts,Keep the checklist to one flow and note what data is required before starting.,todo,medium,2026-09-28,1,false,2026-08-18T05:30:00+00:00,2026-08-18T05:30:00+00:00
452,171,95927b04-f214-5c26-878d-fb55176e41bc,Sketch the empty and error states,"Show what happens before there is any data, and when the main action fails. Plot delays from a small public transport sample.",todo,high,2026-09-29,2,false,2026-08-18T06:30:00+00:00,2026-08-18T06:30:00+00:00
453,171,693ebb02-ab3f-5d60-b798-d4d4df4900d2,Review the first prototype with a teammate,Record confusing steps and choose the two changes that matter most for the next pass.,todo,medium,2026-09-30,3,false,2026-08-18T07:30:00+00:00,2026-08-18T07:30:00+00:00
454,171,95927b04-f214-5c26-878d-fb55176e41bc,Document the setup and known limits,Check a clean setup and include this boundary: Distinguish cancelled trips from missing records.,todo,high,2026-10-01,4,false,2026-08-18T08:30:00+00:00,2026-08-18T08:30:00+00:00
455,171,693ebb02-ab3f-5d60-b798-d4d4df4900d2,Check keyboard navigation and small screens,"Use the primary flow without a mouse, then repeat it at a narrow viewport.",todo,medium,2026-10-02,5,false,2026-08-18T09:30:00+00:00,2026-08-18T09:30:00+00:00
456,172,43a3bb15-e7a6-5c42-a198-3e0d7f080ba1,Reject unexpected file sizes safely,Open files locally and avoid uploading real personal exports.,in_progress,medium,2026-09-28,0,false,2026-07-04T05:30:00+00:00,2026-07-04T05:30:00+00:00
457,172,90cced0e-f2c7-528c-bd28-38c44ead6c98,Write the first-use checklist for Personal data export viewer,Keep the checklist to one flow and note what data is required before starting.,todo,medium,2026-09-29,1,false,2026-07-04T06:30:00+00:00,2026-07-04T06:30:00+00:00
458,172,fb400c3e-ecd0-522e-8b8e-1323946be71a,Sketch the empty and error states,"Show what happens before there is any data, and when the main action fails. Inspect a fictional app's data export and explain each field.",in_progress,medium,2026-09-30,2,false,2026-07-04T07:30:00+00:00,2026-07-04T07:30:00+00:00
459,172,43a3bb15-e7a6-5c42-a198-3e0d7f080ba1,Review the first prototype with a teammate,Record confusing steps and choose the two changes that matter most for the next pass.,todo,medium,2026-10-01,3,false,2026-07-04T08:30:00+00:00,2026-07-04T08:30:00+00:00
460,172,90cced0e-f2c7-528c-bd28-38c44ead6c98,Document the setup and known limits,Check a clean setup and include this boundary: Open files locally and avoid uploading real personal exports.,done,medium,2026-07-11,4,true,2026-07-04T09:30:00+00:00,2026-07-11T09:30:00+00:00
461,172,fb400c3e-ecd0-522e-8b8e-1323946be71a,Check keyboard navigation and small screens,"Use the primary flow without a mouse, then repeat it at a narrow viewport.",done,medium,2026-07-12,5,true,2026-07-04T10:30:00+00:00,2026-07-12T10:30:00+00:00
462,172,43a3bb15-e7a6-5c42-a198-3e0d7f080ba1,Add regression checks for the main flow,Cover the behaviour behind this task: reject unexpected file sizes safely.,todo,high,2026-10-04,6,false,2026-07-04T11:30:00+00:00,2026-07-04T11:30:00+00:00
463,172,90cced0e-f2c7-528c-bd28-38c44ead6c98,Prepare the project handover notes,"Include a working example, remaining issues, and who last worked on each part.",done,medium,2026-07-14,7,true,2026-07-04T12:30:00+00:00,2026-07-14T12:30:00+00:00
464,173,a60d0128-bffa-5d2d-9915-36693e6bc3ba,Add a discussion prompt to each example,Explain trade-offs and accept more than one reasonable solution.,done,medium,2026-07-14,0,true,2026-07-11T19:30:00+00:00,2026-07-14T19:30:00+00:00
465,173,605985c4-d18d-54b0-829f-2a199ea5c81d,Write the first-use checklist for Code review warmups,Keep the checklist to one flow and note what data is required before starting.,done,medium,2026-07-15,1,true,2026-07-11T20:30:00+00:00,2026-07-15T20:30:00+00:00
466,173,85df6dcd-e42a-581f-802b-eb93568b74eb,Sketch the empty and error states,"Show what happens before there is any data, and when the main action fails. Practice reviewing small intentionally flawed code examples.",done,medium,2026-07-16,2,true,2026-07-11T21:30:00+00:00,2026-07-16T21:30:00+00:00
467,173,1767869f-381f-59b9-acac-01da2d539e40,Review the first prototype with a teammate,Record confusing steps and choose the two changes that matter most for the next pass.,done,low,2026-07-17,3,true,2026-07-11T22:30:00+00:00,2026-07-17T22:30:00+00:00
468,173,e7dd6cb0-626e-510a-9e98-0498c534b04d,Document the setup and known limits,Check a clean setup and include this boundary: Explain trade-offs and accept more than one reasonable solution.,done,medium,2026-07-18,4,true,2026-07-11T23:30:00+00:00,2026-07-18T23:30:00+00:00
469,173,8819cb55-67e6-5a55-98c8-d80446975a9e,Check keyboard navigation and small screens,"Use the primary flow without a mouse, then repeat it at a narrow viewport.",done,medium,2026-07-20,5,true,2026-07-12T00:30:00+00:00,2026-07-20T00:30:00+00:00
470,173,a60d0128-bffa-5d2d-9915-36693e6bc3ba,Add regression checks for the main flow,Cover the behaviour behind this task: add a discussion prompt to each example.,done,high,2026-07-21,6,true,2026-07-12T01:30:00+00:00,2026-07-21T01:30:00+00:00
471,173,605985c4-d18d-54b0-829f-2a199ea5c81d,Prepare the project handover notes,"Include a working example, remaining issues, and who last worked on each part.",done,medium,2026-07-22,7,true,2026-07-12T02:30:00+00:00,2026-07-22T02:30:00+00:00
472,174,7bdf8ad6-1318-5f74-9112-e2b655e215a2,Add image attribution fields,Only use images with permission and include captions.,done,medium,2026-07-15,0,true,2026-07-12T00:30:00+00:00,2026-07-15T00:30:00+00:00
473,174,6988340a-a3c1-5fda-a996-711f1723c649,Write the first-use checklist for Club archive timeline,Keep the checklist to one flow and note what data is required before starting.,in_progress,medium,2026-10-01,1,false,2026-07-12T01:30:00+00:00,2026-07-12T01:30:00+00:00
474,174,6ab0c42d-0ad5-5b3d-9c6c-4ab9eaa47586,Sketch the empty and error states,"Show what happens before there is any data, and when the main action fails. Build a timeline from a club's public posters and original event notes.",todo,medium,2026-10-02,2,false,2026-07-12T02:30:00+00:00,2026-07-12T02:30:00+00:00
475,175,7624f38b-fbca-546f-af04-c9dda9318f82,Separate repair status from loan status,Use fictional asset data and avoid storing borrower identity documents.,todo,low,2026-09-22,0,false,2026-08-02T22:30:00+00:00,2026-08-02T22:30:00+00:00
